input           | target          | original0       <-> cbow_mean_lstm0 || best model: 0:first, 1:second
een             | slok            | 9.48337173462   <-> 9.34529209137   || 1
slok            | op              | 2.99884390831   <-> 2.90884113312   || 1
op              | de              | 1.28590846062   <-> 1.23015117645   || 1
de              | borrel          | 10.1655073166   <-> 8.76299285889   || 1
borrel          | voor            | 4.50142621994   <-> 4.39459896088   || 1
voor            | de              | 1.06006145477   <-> 1.13323092461   || 0
de              | publieke        | 8.33115386963   <-> 8.29259777069   || 1
publieke        | belangstelling  | 7.76641464233   <-> 8.15297698975   || 0
belangstelling  | en              | 2.844383955     <-> 3.45611095428   || 0
en              | de              | 1.58183860779   <-> 1.93522703648   || 0
de              | <UNK>           | 1.71573364735   <-> 1.91436827183   || 0
<UNK>           | </s>            | 1.69456100464   <-> 1.63162302971   || 1
<s>             | zeker           | 7.47850942612   <-> 7.26996850967   || 1
zeker           | omdat           | 5.82452774048   <-> 5.6225066185    || 1
omdat           | <UNK>           | 3.71772122383   <-> 4.05788803101   || 0
<UNK>           | zichzelf        | 7.47939968109   <-> 7.30668067932   || 1
zichzelf        | niet            | 3.44743680954   <-> 3.23257064819   || 1
niet            | met             | 5.08962535858   <-> 4.92398738861   || 1
met             | goed            | 7.7994389534    <-> 7.76455259323   || 1
goed            | fatsoen         | 10.6971178055   <-> 9.46849632263   || 1
fatsoen         | kon             | 4.73758602142   <-> 5.0032787323    || 0
kon             | selecteren      | 8.68536186218   <-> 8.63179302216   || 1
selecteren      | </s>            | 0.5550801754    <-> 1.0877546072    || 0
<s>             | het             | 2.62368512154   <-> 2.71497559547   || 0
het             | is              | 1.78868865967   <-> 1.91822266579   || 0
is              | reglementair    | 12.5854892731   <-> 12.3258991241   || 1
reglementair    | niet            | 3.73824214935   <-> 3.51945638657   || 1
niet            | verboden        | 8.61297225952   <-> 9.02886772156   || 0
verboden        | dat             | 3.03243708611   <-> 2.57942819595   || 1
dat             | de              | 1.58643507957   <-> 1.57220160961   || 1
de              | captain         | 12.781080246    <-> 12.1467475891   || 1
captain         | mee             | 7.79911994934   <-> 7.53893947601   || 1
mee             | speelt          | 7.60137939453   <-> 7.26702690125   || 1
speelt          | maar            | 4.15299797058   <-> 3.92336606979   || 1
maar            | </s>            | 6.36630249023   <-> 6.34404563904   || 1
<s>             | <UNK>           | 3.38027763367   <-> 3.16954374313   || 1
<UNK>           | was             | 4.30121898651   <-> 3.61721348763   || 1
was             | ondertussen     | 7.05383205414   <-> 6.94382619858   || 1
ondertussen     | zo              | 5.17728996277   <-> 5.37003278732   || 0
zo              | slecht          | 4.63853740692   <-> 4.97509908676   || 0
slecht          | geworden        | 4.11204767227   <-> 4.23035240173   || 0
geworden        | dat             | 2.84441590309   <-> 3.8612408638    || 0
dat             | hij             | 2.4312877655    <-> 2.29782795906   || 1
hij             | dat             | 5.27652359009   <-> 5.205742836     || 1
dat             | echt            | 6.82855319977   <-> 6.94321632385   || 0
echt            | niet            | 3.1732878685    <-> 3.15726351738   || 1
niet            | meer            | 3.07872724533   <-> 2.89946937561   || 1
meer            | kon             | 4.36266613007   <-> 4.44687271118   || 0
kon             | maken           | 3.71517920494   <-> 3.80945181847   || 0
maken           | </s>            | 0.436169952154  <-> 0.619401454926  || 0
<s>             | van             | 4.73163604736   <-> 4.56780481339   || 1
van             | <UNK>           | 2.64718198776   <-> 2.90961456299   || 0
<UNK>           | werd            | 4.34112453461   <-> 4.24560928345   || 1
werd            | vroeger         | 8.11965942383   <-> 8.28802204132   || 0
vroeger         | toen            | 6.13052177429   <-> 5.76051235199   || 1
toen            | hij             | 3.23204445839   <-> 2.84434843063   || 1
hij             | nog             | 3.83805513382   <-> 3.54753017426   || 1
nog             | de              | 3.46971416473   <-> 4.09841251373   || 0
de              | absolute        | 7.5380191803    <-> 7.13534212112   || 1
absolute        | nummer          | 7.77094221115   <-> 6.70018005371   || 1
nummer          | één           | 2.33119797707   <-> 2.19060921669   || 1
één           | in              | 2.85245013237   <-> 2.69644498825   || 1
in              | de              | 1.11287522316   <-> 1.24604916573   || 0
de              | wereld          | 4.92089366913   <-> 4.72187900543   || 1
wereld          | was             | 3.55531930923   <-> 5.29824924469   || 0
was             | al              | 7.571372509     <-> 5.99036359787   || 1
al              | gezegd          | 7.23127746582   <-> 6.96327972412   || 1
gezegd          | dat             | 1.45478212833   <-> 1.68309950829   || 0
dat             | hij             | 1.68498051167   <-> 2.01764822006   || 0
hij             | de              | 2.54211211205   <-> 2.68929767609   || 0
de              | enige           | 5.28297138214   <-> 5.03087806702   || 1
enige           | speler          | 7.34446716309   <-> 6.50278759003   || 1
speler          | was             | 3.4904088974    <-> 3.52657055855   || 0
was             | die             | 4.71572160721   <-> 3.76732420921   || 1
die             | zijn            | 3.97901916504   <-> 3.70532202721   || 1
zijn            | tweede          | 5.87966632843   <-> 5.73024749756   || 1
tweede          | shot            | 10.6019382477   <-> 10.0975122452   || 1
shot            | van             | 3.33630394936   <-> 3.32006525993   || 1
van             | boven           | 8.78656768799   <-> 8.28610897064   || 1
boven           | in              | 5.84111976624   <-> 4.84611368179   || 1
in              | een             | 2.69019961357   <-> 2.75851106644   || 0
een             | boom            | 7.01494264603   <-> 7.28227710724   || 0
boom            | nam             | 6.5665268898    <-> 6.06664228439   || 1
nam             | zonder          | 6.70452785492   <-> 6.86399126053   || 0
zonder          | erbij           | 9.43959903717   <-> 10.359172821    || 0
erbij           | stil            | 9.93210697174   <-> 9.63749980927   || 1
stil            | te              | 2.50329089165   <-> 2.51585912704   || 0
te              | staan           | 4.2774105072    <-> 4.12426328659   || 1
staan           | dat             | 4.53684282303   <-> 4.90941238403   || 0
dat             | dit             | 4.95220661163   <-> 5.45522499084   || 0
dit             | niet            | 3.36663889885   <-> 3.50777959824   || 0
niet            | tot             | 4.91780948639   <-> 5.4496421814    || 0
tot             | de              | 1.76237010956   <-> 1.95221531391   || 0
de              | gangbare        | 9.5951499939    <-> 9.67949199677   || 0
gangbare        | praktijken      | 8.79267692566   <-> 8.84358978271   || 0
praktijken      | van             | 1.63214087486   <-> 1.75622212887   || 0
van             | het             | 2.06155490875   <-> 1.93437075615   || 1
het             | spel            | 6.69922637939   <-> 5.14647340775   || 1
spel            | behoorde        | 9.52818775177   <-> 8.8787689209    || 1
behoorde        | </s>            | 0.543139159679  <-> 0.248149290681  || 1
<s>             | <UNK>           | 3.0827832222    <-> 3.18688154221   || 0
<UNK>           | bleef           | 6.94421482086   <-> 6.09460353851   || 1
bleef           | aan             | 4.9990234375    <-> 5.38453769684   || 0
aan             | de              | 1.16116213799   <-> 1.15338802338   || 1
de              | kant            | 4.37982463837   <-> 3.81517314911   || 1
kant            | <UNK>           | 4.54632759094   <-> 4.62006855011   || 0
<UNK>           | kreeg           | 8.75440311432   <-> 8.92141437531   || 0
kreeg           | geen            | 5.12914705276   <-> 5.29453134537   || 0
geen            | wildcard        | 10.75248909     <-> 10.2834625244   || 1
wildcard        | maar            | 3.95719718933   <-> 3.91722583771   || 1
maar            | werd            | 6.05279159546   <-> 5.59282207489   || 1
werd            | in              | 3.48356723785   <-> 3.25667667389   || 1
in              | extremis        | 7.16860675812   <-> 6.68262958527   || 1
extremis        | opgevist        | 9.69465923309   <-> 9.10929965973   || 1
opgevist        | toen            | 4.93844032288   <-> 5.39561271667   || 0
toen            | <UNK>           | 3.30437850952   <-> 3.41509532928   || 0
<UNK>           | Martin          | 8.41296386719   <-> 8.89315986633   || 0
Martin          | met             | 5.25331163406   <-> 5.473757267     || 0
met             | een             | 2.12282276154   <-> 1.87859201431   || 1
een             | <UNK>           | 1.6595056057    <-> 1.73510122299   || 0
<UNK>           | forfait         | 10.7314691544   <-> 9.54714393616   || 1
forfait         | moest           | 5.25426149368   <-> 4.57614421844   || 1
moest           | geven           | 3.73443984985   <-> 3.6794219017    || 1
geven           | </s>            | 0.567667245865  <-> 0.579107224941  || 0
<s>             | moest           | 9.3926153183    <-> 8.66586589813   || 1
moest           | geven           | 8.29694080353   <-> 9.89287662506   || 0
geven           | was             | 7.05655908585   <-> 6.02809095383   || 1
was             | in              | 3.39161539078   <-> 3.84489774704   || 0
in              | dit             | 4.95792293549   <-> 4.69997596741   || 1
dit             | geval           | 1.41553294659   <-> 2.27261066437   || 0
geval           | letterlijk      | 8.74626922607   <-> 9.37712478638   || 0
letterlijk      | te              | 3.74759531021   <-> 3.64987850189   || 1
te              | nemen           | 5.17365026474   <-> 5.81493186951   || 0
nemen           | want            | 5.99385499954   <-> 5.595682621     || 1
want            | </s>            | 7.4046163559    <-> 6.61092996597   || 1
<s>             | Martin          | 9.11528873444   <-> 8.57947444916   || 1
Martin          | wou             | 8.00889110565   <-> 6.63854122162   || 1
wou             | spelen          | 7.79764556885   <-> 7.80938625336   || 0
spelen          | weigerde        | 12.1636066437   <-> 11.8239955902   || 1
weigerde        | om              | 4.21898937225   <-> 5.38774824142   || 0
om              | op              | 4.34533691406   <-> 3.97960853577   || 1
op              | bevel           | 9.63782215118   <-> 8.448387146     || 1
bevel           | van             | 1.67610490322   <-> 2.11839103699   || 0
van             | <UNK>           | 2.75737285614   <-> 2.99114227295   || 0
<UNK>           | zijn            | 6.06721496582   <-> 5.50731897354   || 1
zijn            | <UNK>           | 2.09433269501   <-> 2.01775383949   || 1
<UNK>           | te              | 1.31305861473   <-> 1.73555147648   || 0
te              | bewijzen        | 6.23944950104   <-> 5.91321754456   || 1
